mcule_id	smiles	insoluble
M1056345	CC(N1CCN(CC1)C1=CC=CC=C1)C(=O)N(C)C1=CC=CC=C1	0
M1119488	CC1=CC(CN2CCN(CC2)C2=NC=C(C=C2Cl)C(F)(F)F)=NO1	0
M1056349	COC1=CC=C(CNC(=O)COC(=O)C2=CC(=O)NC3=C2C=CC=C3)C=C1OC	0
M1056350	C(NC1=NN=NN1C1=CC=CC=C1)C(N1CCCC1)C1=CC=CC=C1	0
M1056346	CCOC1=CC(N2CCOCC2)=C(OCC)C=C1NC(=O)C(C)N1CCCCCC1	0
M1056347	CN(CC1=CC=CC=C1N1CCOCC1)C(=O)C1=CC=C(OCC2=CC=CC=C2)C=C1	0
M1056348	CCN(CC1=CC=C2OCOC2=C1)C(=O)CSC1=NC(C)=NC2=C1C(C)=C(C)S2	0
M1119489	COC1=CC=C(C=C1OC)S(=O)(=O)N1CCN(CC1)C1=NC=NC2=C1C1=C(CCCCC1)S2	0
M1119490	CCCCC1=CC=C(C=C1)N1N=NN=C1SCC(=O)NC1CCCCC1	0
M1119491	CC1=CSC2=NC(CSC3=CC=C(C=N3)S(=O)(=O)N3CCCCCC3)=CC(=O)N12	0
M1119492	CC1=CC(=NO1)N1C(C)=CC(C(=O)CSC2=CC=C(C=N2)S(=O)(=O)N2CCCCCC2)=C1C	0
M1119493	CC1=CC(=NO1)N1C(C)=CC(C(=O)CSC2=NN=NN2C2=CC=CC(F)=C2)=C1C	0
M1119494	O=C(CSC1=CC=C(C=N1)S(=O)(=O)N1CCCCCC1)C1=CNC2=C1C=CC=C2	0
M831119	O=C(COC(=O)C1=CC2=C(N1)C=CC=C2)N1CCCC1	0
M1056351	COC1=CC=C(NC(=O)CC2N(CC(=O)N3CCCC3)C3=CC=CC=C3NC2=O)C=C1	0
M1119495	COC1=CC=C(C=C1)C1=NN=C(SCC(=O)N2CCCC2=O)N1CC1CCCO1	0
M1119496	[O-][N+](=O)C1=CC=C(OC2=CC=C(F)C=C2)C(=C1)C#N	0
M570435	[O-][N+](=O)C1=CC=C(OC2=CC=C(Br)C=C2Cl)C(=C1)C#N	1
M1119497	O=C1NC2(CCCC3=C2C=CS3)C(=O)N1CC1=CC=CC=C1	0
M1119498	BrC1=CN2C(=O)C=C(CN3CCC(CC4=CC=CC=C4)CC3)N=C2C=C1	0
M831138	CN1C(C)=CC(C(=O)COC(=O)C23CC4CC(CC(O)(C4)C2)C3)=C1C	0
M831140	CC1=NN(CC(=O)NC2CCOC3=CC=CC=C23)C(C)=C1[N+]([O-])=O	0
M1119499	CCOC(=O)NC(=O)CN(CC)C(=O)C1=CC=C(C)S1	0
M1056354	O=C(N1CCCC2=CC=CC=C12)C1=NN(C(=N1)C1=CC=CC=C1)C1=CC=CC=C1	0
M1056352	CCCCNC(=O)CN1C=NC2=C(C(C)=C(C)S2)C1=O	0
M1056353	O=C(CC1=CC=CC2=C1C=CC=C2)N1CCN(CC1)C(=O)C1=CC=CC=C1	0
M1058885	O=S(=O)(C=CC1=CC=CC=C1)N1CCN(CC1)C1=NN=NN1C1=CC=CC=C1	0
M1119500	COC(=O)C1=CC=C(NC(=O)C2=C(C)OC(N3C=CC=C3)=C2C#N)C=C1	0
M1056355	CC1=C(CC(=O)NCC(C2=CNC3=C2C=CC=C3)C2=CC=CC=C2Cl)C(C)=NO1	0
M1056356	O=C(CSC1=NC(NC2=CC=CC=C2)=C2C=CC=CC2=N1)N1CCCC1=O	0
M1119501	COC1=CC2=C(C=C1OC)C(N(CC2)S(=O)(=O)C1=CC=CS1)C1=CC=CC=C1	0
M1119502	COC1=CC=C(C=C1)C1(NC(=O)N(CN2CCC3=CC=CC=C3C2)C1=O)C1=CC=C(OC)C=C1	0
M1056357	COC1=CC=CC=C1CN(C)S(=O)(=O)C1=CC=CC=C1C#N	0
M1119503	COC1=CC2=C(CN(CN3C(=O)NC(CC4=CC=CC=C4)(C3=O)C3=CC=CC=C3)CC2)C=C1OC	1
M1056358	CN(CC(=O)NCC1=CC=C(Cl)C=C1Cl)S(=O)(=O)C1=CC=CS1	0
M1056359	CNC(=O)C1=CC=C(CN(C)C(=O)CN2C=NC3=C(C(=CS3)C3=CC=CS3)C2=O)C=C1	0
M1056360	CNC(=O)C1CN(C(=O)CN2C=NC3=C(C(=CS3)C3=CC=C(F)C=C3)C2=O)C2=CC=CC=C2O1	0
M1119504	CN(C1CCS(=O)(=O)C1)C(=O)COC1=CC=C2C(=O)C(=C(C)OC2=C1)C1=C(F)C=CC=C1Cl	0
M1119505	CCC1=CC=CC2=C1NC=C2C(=O)CN1C(=O)N(C2CCCC2)C(=O)C1=O	0
M1056361	O=C(CN1CCCCC1)N1N=C(CC1C1=CC=CO1)C1=CC2=C(O1)C=CC=C2	0
M1056400	COC1=CC=C(NC(C(=O)C2=CNC3=C2C=CC=C3)C2=CC=CC=C2)C=C1	0
M1056362	CCC1=NN=C(NC(=O)C2(CC2)C2=CC=C(Cl)C=C2)S1	0
M1056363	NC(=O)C1CCN(CC1)C1=NC(=NC2=C1C(=CS2)C1=CC=CC=C1)C1=CC=CN=C1	0
M831267	CC1=NC(N2CCCC2)=C2C(SC=C2C2=CC=CC=C2)=N1	0
M1119506	CCCCC1=CC=C(C=C1)N1N=NN=C1SCC1=NN=C(O1)C1=CC=C(Br)C=C1	1
M1119507	CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C1=CC=C(Br)C=C1	0
M1056364	CC1CC2=CC=CC=C2N1CC(=O)NC1=CC=CC=C1C(=O)NC1=CC=CC=C1	0
M1056365	CN(CC1=CC=C(C=C1)C(C)(C)C)C(=O)C1CCN(CC1)C(=O)C(C)(C)C	0
M1119508	COC1=CC=C(C=C1OC)S(=O)(=O)N1CCC2=CC(OC)=C(OC)C=C2C1C1=CC=CS1	0
M831310	CC(C)OCC1=CC=C(C=C1)C(=O)N1CCC(CC1)C(N)=O	0
M1056379	O=C1CCCCC1SC1=NC2=C(C=CC=C2)N1C1=CC=CC=C1	0
M1119509	O=C(C(SC1=NN=C(C2CC2)N1CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCCC1	0
M1056366	CC1CCCC(NC(=O)CN2C=NC3=C(C(C)=C(C)S3)C2=O)C1C	0
M831331	CC(C)N1N=CC2=C1N=CC(NC(=O)CC1=CC=C(OCC3=C(C)ON=C3C)C=C1)=C2	0
M1056367	COC1=CC=C(Br)C(=C1)C(=O)NC1=CC=CC=C1C1=NC2=C(N1)C=CC=C2	0
M1056368	O=C(N1CCN(CC1)C(=O)C1=CC=C(C=C1)N1C=NC2=C1C=CC=C2)C1=CC=CS1	0
M1119510	CC1=CC(=C(C)N1C1=CC=CC(=C1)S(=O)(=O)N1CCOCC1)C1=CSC(=N1)C1=CC=CC=N1	0
M1056369	CC(SC1=NN=CN1)C(=O)NC1=CC=C(CC2=NC3=C(S2)C=CC=C3)C=C1	0
M831344	CC1=CC=CN2C(=O)C=C(CN3CCCSC4=CC=CC=C34)N=C12	0
M831363	O=C(C(N1CCCC1)C1=CC=CC=C1)C1=CNC2=C1C=CC=C2	0
M1056370	O=C(CNC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1)NC1CCN(CC2=CC=CC=C2)CC1	0
M1056371	CCOC1=CC2=C(OC(C)C2)C=C1CNC(=O)C1=CC=CN=C1SCC1=NOC(C)=C1	0
M1056372	CC1(C)CC2=CC=CC(OCC(=O)NC3=NC4=C(S3)C=CC=C4)=C2O1	0
M1056373	O=C(CC1=CC=C(S1)S(=O)(=O)N1CCCC1)NC1=CC=C(C=C1)C1=CN2C=CSC2=N1	0
M1056374	CN(CC(=O)NC1=CC=C(F)C=C1)C(=O)C1=CN(N=C1C1=CC=CS1)C1=CC=CC=C1	0
M1056375	CNC1=C(C(=O)OCC(=O)C2=CC=C(Cl)C=C2)C(C)=NS1	0
M1056376	O=C(NC1=CC=C(C=C1)C1=NC2=C(N1)C=CC=C2)C1COC2=CC=CC=C2O1	0
M1056377	O=C(CC1=CC=C2OCCOC2=C1)NC1=CC=C(C=C1)C1=NC2=C(S1)C=CC=C2	0
M1056378	O=C(NC1=CC=CC=C1C(=O)NCCCN1CCOCC1)C1=CC=C2C=CC=CC2=C1	0
M1056380	ClC1=CC=C2NC(=O)C(=CC3=CN(CCC#N)N=C3C3=CC=CC=C3)C2=C1	0
M1119511	O=S(=O)(NCC(C1=CC=CS1)C1=CNC2=C1C=CC=C2)C1=CC=C2OCCCOC2=C1	1
M1056381	CC1=C(C(=O)NCCCN2C=CC3=C2C=CC=C3)C(=NO1)C1=CC=CC=C1	0
M1056382	O=C(CCN1N=CC(=O)C2=C1C=CC=C2)N1CCN(CC2=CC=CC3=C2C=CC=C3)CC1	0
M831468	CN(CC1=NC2=C(C=CC=C2)C(=O)N1)C(=O)CCC1=NC(=NO1)C1=CC=CS1	0
M1056383	O=C(N1CCC2=CC=CC=C2C1)C1=CC(=C(S1)N1CCOCC1)C1=CC=CC=C1	0
M1119512	COC1=CC=C(C)C=C1N1C(SCC2CCCO2)=NN=C1C1=CC=CS1	0
M1119513	ClC1=CC=C(SCCC(=O)NCC2=CC=CN=C2)C=C1	0
M1056384	O=C(CN(CC1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1)N1CCN(CC1)C1=CC=CC=N1	0
M1056385	COC1=CC=C(C=C1S(=O)(=O)NC1CC1)C(=O)N1CCN(CC1)C1=CC=NC=C1	0
M1119514	COC1=CC=C(C=C1)C1CCCCCN1C(=O)CSC1=NC2=C(O1)C=CC=C2	0
M1119515	CC1=CC=C(C=C1)C1=NOC(COC(=O)C2=CN=C3C=CC=CC3=N2)=N1	1
M831496	CN(CC(=O)NC1CCCCC1)C1CCCC2=CC=CC=C12	0
M1056386	O=C(CSC1=NN=C(NC2=CC=CC=C2)S1)N1CCN(CC1)C1=CC=CC=N1	0
M1056387	CC(C)CC(N1C(=O)C2=CC=CC=C2C1=O)C(=O)NCC1=CC=CC=C1	0
M1056388	CNC(=O)NC(=O)CN1C=NC2=C(C=C(S2)C2=CC=CC=C2)C1=O	0
M1056389	COC1=CC=C2C(CC(=O)NC(C3CC3)C3=CC=C(Cl)C=C3)=COC2=C1	0
M831522	ClC1=CC=C2N=CN(CC(=O)NC3(CCCC3)C#N)C(=O)C2=C1	0
M1056390	CC(NC1CCCCCC1)C(=O)NC1=CC=C(Br)C=C1	0
M1056391	CCCN1C(=O)NN=C1SCC(=O)N1N=C(CC1C1=CC=CS1)C1=CC=CS1	0
M831531	O=C(CCNC(=O)NC1=CC=CC=C1)NCC1(CCCCC1)N1CCOCC1	0
M1056392	CC1=CSC(NC(=O)C2=CC=C(O2)C2=NC3=C(S2)C=CC=C3)=N1	0
M1119516	O=C(CN1NC(=O)C2=C(C=CC=C2)C1=O)NC1=CC=C(C=C1)N1CCCCCC1	0
M1056393	CC(NC(=O)CN1CCN(CC1)C1=NC=CC=N1)C1=CC=C(C=C1)C1=CC=CC=C1	0
M1119517	CN(CC1=CC=CS1)S(=O)(=O)C1=CC=C(C)C=C1C	1
M831550	COC1=CC=C(C=C1Br)S(=O)(=O)N(C)CC1=NC=CN1C	0
M831551	ClC1=CC=C(S1)S(=O)(=O)N(CC1=CC=CS1)CC1=CC=CS1	0
M1056394	CCS(=O)(=O)N1CCC2=CC(=CC=C12)C(=O)CSC1=NC2=C(O1)C=CC=C2	0
M831564	O=C1NC(CC2=CC=CC=C2)(CC2=CC=CC=C2)C(=O)N1CN1CCCC1	0
M1119518	CC(=O)C1=CC=C(C=C1)S(=O)(=O)N(CC1=CC=C2OCOC2=C1)C1CCCC1	0
M1119519	CN(CN1C(=O)NC(CC2=CC=CC=C2)(CC2=CC=CC=C2)C1=O)CC1=C(C)C=CS1	1
M1119520	CCN(CC1=CC=C(Cl)S1)S(=O)(=O)C=CC1=CC=C(Cl)C=C1	0
M1056395	O=C(COC1=CC=C2OCOC2=C1)NC(C1=CC=CC=C1)C1=CC=CC=C1	0
M831580	CN(CCO)C1=CC=C(C=C1)C1NC2=CC=CC=C2C(=O)N1C1CC1	0
M1119521	CC1(C)N(C(=O)COC(=O)C2=CC=CN=C2)C2=CC=CC=C2NC1=O	0
M1119522	CN(C)C1=CC=C(C=C1)C(=O)OCC1=NC2=C(O1)C=CC=C2	0
M1119523	CC1=CC=C(S1)C1=CSC2=C1C(=O)NC(CN1CCC3=CC=CC=C3C1)=N2	1
M1056396	CC1=CC=CC(NC(=O)C2=CC=CC=C2NC(=O)CN2N=NC3=C2C=CC=C3)=C1	0
M1056397	COC1=CC=CC=C1NC(=O)CSC1=NC2=C(C=CC=C2)N1C	0
M1119524	CC1CC(=O)NC2=CC=CC=C2N1C(=O)CSC1=NN=C(C2CC2)N1CC1=CC=CC=C1	0
M1056399	COC(=O)C1=CC=C(CN2N=NC(=N2)C2=CC=C(Br)C=C2)C=C1	0
M831589	COC1=CC2=C(C=C1OC)C(=O)NC(CN1CCCC1)=N2	0
M831595	CC(OC(=O)C1=CC2=C(S1)C=CC=C2)C1=NC2=C(C=CC=C2)C(=O)N1	0
M1057329	CC1=C(COC2=CC=CC(=C2)C(=O)OCC2=CC3=C(OCO3)C=C2Br)C(C)=NO1	0
M1057330	COC1=CC=C(C=C1)N1C(SCC2=CSC(=N2)C2=CC=C(OC)C=C2)=NN=C1C1=CC=NC=C1	0
M1057331	CC1CCCCC11NC(=O)N(CC(=O)NC2=CC=C(C=C2)C2=NN=C3CCCCCN23)C1=O	0
M1119525	ClC1=CC=C(C=C1)C(NC(=O)C1=CC2=C(O1)C=CC=C2)C1CC1	0
M1057332	CCCN1CCN(CC1)C(C)C(=O)NC1=CC=C(OC(F)(F)F)C=C1	0
M831628	CN(C(=O)CN1CCCCC1)C1(CCCCC1=O)C1=CC=CC=C1Cl	0
M1119526	CCC1=CC=C(C=C1)S(=O)(=O)N(CC1=CC=CO1)CC1=CC=CS1	1
M1057333	O=C(NC1=CC=C(C=C1)N1CCCCCC1)C1=NNC2=C1C=CC=C2	0
M1057334	COC(=O)C1=CC=C(CN2C=NC3=C(C(C)=C(C)S3)C2=O)C=C1	0
M1057335	CC(NC(=O)CC1=CC=C(S1)S(=O)(=O)N1CCOCC1)C1=CC=C(C=C1)C1=CC=CC=C1	0
M1119527	O=C(CC1=CC=CC=C1)NCC(=O)N1CCN(CC2=NC3=C(S2)C=CC=C3)CC1	0
M1119528	CC1CC(=O)NC2=CC=CC=C2N1C(=O)COC1=CC=CC=C1C(=O)NCC1=CC=CC=C1	0
M831647	BrC1=CC=C(CN2CCN(CC2)C2=NN=NN2C2=CC=CC=C2)S1	0
M1057336	CC1=CC=C2C(CC(=O)NCC3(CCCCC3)N3CCOCC3)=COC2=C1C	0
M1059016	CCNC(=O)NC(=O)CSC1=NN=C(O1)C1=CC=C(C=C1)C(C)(C)C	0
M1057337	CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=CC(NC(=O)CN2C(=O)N(C)C3(CCCCC3)C2=O)=C1	0
M1057338	CN(C(=O)CN1CCN(CC1)C1=CC=CC(Cl)=C1)C1(CCCCC1)C#N	0
M831673	ClC1=CC2=C(CN3CCCCC3NC2=O)S1	0
M831695	OC1CCN(CC1)C1=NC(=NC2=C1C(=CS2)C1=CC=CC=C1)C1=CC=CN=C1	0
M831698	CC1(C)CC2=CC=CC(OCC(=O)NC3CCCCCC3)=C2O1	0
M1057339	CS(=O)(=O)N1CCC2=CC(=CC=C12)C(=O)NCCC(C1=CC=CC=C1)C1=CC=CC=C1	0
M1119529	COC1=CC=C(NC(=O)C2=CC=CN3CCS(=O)(=O)N=C23)C(OC)=C1	0
M1057340	CC1=CC=C(NC2=NC(N)=NC(COC3=CC=C4CCCC4=C3)=N2)C=C1	0
M1057341	CC1CCN(C(=O)CN2C=NC3=C(C=C(Cl)C=C3)C2=O)C2=CC=CC=C2S1	0
M1119530	O=C(CN1CCN(CC1)C1=NC=CC=N1)NC1=C(C(=O)C2=CC=CC=C2)C2=C(CCCC2)S1	0
M1119531	COC1=CC=C(NC(=O)CC2N(CC(=O)NC3CC3)C3=CC=CC=C3NC2=O)C=C1	0
M1057342	CCCN1C(C)=CC(C(=O)COC(=O)C2=CC=C3N=CSC3=C2)=C1C	0
M1057343	COC1=CC=C(C2=NN=C(O2)SCC(=O)C2=CC=C(C=C2)C(C)(C)C)C(OC)=C1	0
M831742	CC1CC(SC2=NN=C(COC3=CC=C(Cl)C(C)=C3)N2)C(=O)O1	0
M1057351	ClC1=CC=CC(=C1)N1CCN(CC1)C(=O)CSC1=NC=CC=N1	0
M831747	CN1CC(=O)N(CC(=O)NC2=CC=C(C=C2)C2=CN3C=CSC3=N2)C1=O	0
M1057352	CC1=NN=C(SCCCC(=O)C2=CC=C(F)C=C2)N1C1=CC=CC=C1C	0
M1057353	COC1=CC=C(C2=NN=C(O2)SC(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C(OC)=C1	0
M1057354	O=C(CSC1=NC2=C(S1)C=CC=C2)NC1(CCCCC1)C#N	0
M1119532	COC1=CC=C(C=C1)C(CNC(=O)C1=C(N=C(C)S1)C1=CC=CC=C1)N1CCOCC1	0
M1059017	ClC1=CC=C(C=C1)C1=NOC(CCC(=O)N2CC(OC3=CC=CC=C23)C(=O)N2CCCCC2)=N1	0
M1119533	CC(SC1=NC2=CC=CC=C2CS1)C(=O)N(C)C1=CC=CC=C1	0
M1057344	COC1=CC=C(C=C1S(=O)(=O)NC1CC1)C(=O)N(C)C(C)C1=NC2=C(S1)C=CC=C2	0
M1119534	COC1=CC=C(C=C1S(=O)(=O)NC1CC1)C(=O)NCC1=CC(Cl)=C2OCCCOC2=C1	0
M1057345	CCCCNC1=NN=C(SCC2=NN=C(O2)C2=C(C)ON=C2C2=CC=CC=C2)S1	0
M1057346	O=C(COC1=CC=CC=C1C(=O)NCC1=CC=CC=C1)N(C1CCS(=O)(=O)C1)C1=CC=CC=C1	0
M1057347	ClC1=CC=CC=C1C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N1CCN(CC1)C1=CC=CC=C1	0
M1057348	CC1=NN(C2CCS(=O)(=O)C2)C(C)=C1C1NC2=CC=CC=C2C(=O)N1CC1=CC=C2OCOC2=C1	0
M1057349	CNC(=O)NC(=O)CN1C=NC2=C(C=CC=C2)C1=O	0
M1057350	COC1=CC=CC(=C1)N1C(SC(C)C#N)=NC=C1C1=CC=CC=C1	0
M1119535	CC1=C(C)C2=C(S1)N=C(N=C2N1CCN(CC2=CC=NC=C2)CC1)C1=CC=CS1	0
M1119536	CC(=O)NC1=CC=C(NC2CC(=O)N(C2=O)C2=CC=C(OC3=CC=CC=C3)C=C2)C=C1	0
M1057358	CN(CC(=O)NC1=CC=CC=C1)C1CCCC2=CC=CC=C12	0
M1119537	CCOC(=O)C1=C(COC(=O)C2=CN=CN2C2=CC=C(F)C=C2)NC(=O)NC1C	0
M1057359	CC(C)C(C)NC(=O)CN1C=NC2=C(C(=CS2)C2=CC=C(C)C=C2)C1=O	0
M831796	CCN(CC)C(=O)CN1C=NC2=C(C(C)=C(C)S2)C1=O	0
M831797	COC1=CC=CC=C1COC(=O)C1=CN=CN1C1=CC=C(F)C=C1	0
M1057360	CN(CC(=O)NC1CCCC2=CC=CC=C12)S(=O)(=O)C1=CC=CS1	0
M1057361	FC1=CC=C(SCC(=O)NC2=C(C=CS2)C#N)C=C1	0
M1053569	CCOC1=CC=C(CN(C)C(=O)CCNC(C)=O)C=C1OC	0
M1057355	O=C(CN1C(=O)COC2=CC=CC=C12)NC1=CC=C(C=C1)C1=NC2=C(S1)C=CC=C2	0
M831810	O=C(NCCCN1C=NC2=C1C=CC=C2)C1=CN=CN1C1=CC=CC=C1	0
M1057356	OC1=CC=CC=C1N1CCN(CC(=O)NC(CC2=CC=CC=C2)C2=CC=CC=C2)CC1	0
M1057357	CC1OC2=CC=C(NC(=O)C3=CC(=NN3C3=CC=CC=C3)C3=CC=CC=C3)C=C2NC1=O	0
M1119538	COC1=CN(N=C1C(=O)OCC1=NC(=NO1)C1=CC=CS1)C1=CC=CC=C1	0
M1119539	CC1=C(COC2=CC=C(C=C2)C(=O)NCCC2=CC=C3OCCOC3=C2)C(C)=NO1	0
M1119540	OC(=O)C(O)=O.OC(=O)C(O)=O.CC(NC(=O)C(C)N1CCN(CC2=CC=CC(C)=C2)CC1)C1=CC=CC=C1	0
M1119541	OC(=O)C(O)=O.OC(=O)C(O)=O.COC1=CC=CC(NC(=O)C(C)N2CCN(CC3=CC=CC=C3)CC2)=C1	0
M1119542	OC(=O)C(O)=O.COC1=CC=C(OC)C(=C1)C(C)NCC1=CC(OC)=CC(OC)=C1	0
M1053570	CC1CC2=CC=CC=C2N1C(=O)CSC1=NC(N)=CC(N)=N1	0
M1119543	FC1=CC=CC=C1OCCOC(=O)C1=CNC2=C1C=CC=C2	0
M1119544	COC1=CC=CC=C1NC1=NC=CC=C1C(=O)OCC(=O)NC1(CCCCC1)C#N	0
M1119545	CCC1=CC2=C(S1)N=CN=C2SCC(=O)NC1=C(C(=O)OC)C2=C(CCC2)S1	1
M1053571	OC1=CC=CC=C1N1CCN(CC(=O)N2CCN(CC2)C2=CC=CC=C2)CC1	0
M1053572	CC1N(CCC2=C1C=CS2)C(=O)C1=CC=C(C)C(NC(=O)C2=CC=CO2)=C1	0
M1119546	ClC1=CC=C(S1)S(=O)(=O)NC1=CC=CC(=C1)C1=NN=C2CCCCCN12	0
M1119547	ClC1=CC=CC=C1N1CCN(CN2C(=O)NC(CC3=CC=CC=C3)(CC3=CC=CC=C3)C2=O)CC1	0
M1119548	COC1=CC2=C(C=C1OC)C(N(CN1C(=O)NC3(CCCCC3C)C1=O)CC2)C1=CC=CC=C1	0
M1119549	COC1=CC2=C(C=C1OC)C(N(CN1C(=O)NC3(CCC(C)CC3)C1=O)CC2)C1=CC=CC=C1	1
M1119550	COC1=CC=C(C=C1)N1CCN(CN2C(=O)NC(C)(C2=O)C2=CC=C3CCCC3=C2)CC1	1
M1119551	CCN(CC)C(=O)CSC1=NN=C(O1)C1=CC=C2OCOC2=C1	0
M831881	CC1=C(CSC2=CC=CC=C2C(=O)OCC2=NC3=C(O2)C=CC=C3)C(C)=NO1	0
M1119552	CC1=NC2=C(O1)C=CC(NC(=O)COC1=CC=CC=C1CC1=CC=CC=C1)=C2	0
M1053573	CCS(=O)(=O)N1CCC2=CC(=CC=C12)C(=O)COC(=O)C1=CC=CC(C)=C1C	0
M1119553	CCS(=O)(=O)N1CCC2=CC(=CC=C12)C(=O)COC(=O)C1=CC=C(C=C1)C(C)C	0
M1053574	COC1=CC=C(C=C1)C1=NN(CC2=CC=CC=C2)C=C1C(=O)NCCSC1=NC=CN1C	0
M1119554	CCC1=CC=C(C=C1)S(=O)(=O)N(C)CC1=CC=C(SC)C=C1	0
M1119555	CC(SC1=NN=C2C=CC=CN12)C(=O)NC(=O)NC1CCCCC1	0
M1119556	[O-][N+](=O)C1=CC2=C(OCO2)C=C1I	0
M831916	O=C(NC1=CC=C(C=C1)N1CCN(CC2=CC=CC=C2)CC1)C1=CC=CN=C1N1CCCC1	0
M1053578	COC(=O)C1=CC=C(CSC2=NN=C(O2)C2=CC=CC(Br)=C2)O1	0
M1053579	CC1=C(C)C2=C(S1)N=CN(CC(=O)NC1=C(F)C=CC=C1F)C2=O	0
M812215	COCCN(CC1=NC2=C(C=CC=C2)C(=O)N1)C(=O)CC1=CSC=C1	0
M1053580	FC(F)SC1=CC=C(NC(=O)CC2=CC=C3OCCOC3=C2)C=C1	0
M831939	CC1=C(C2=NN=C(CSC3=NN=CS3)O2)C(=NO1)C1=CC=CC=C1	0
M1053581	CC1=CC(C)=C(NC(=O)CNC(=O)C2=CC=CC=C2SCC(=O)N2CCCC2)C(C)=C1	0
M1119557	CN(C1CCS(=O)(=O)C1)C(=O)CCC1=C(NC2=C1C=CC=C2)C1=CC=C(F)C=C1	0
M831955	C1CC1NC1=NN=C(SC2=NC(=NC3=C2C=CC=C3)C2=CC=CN=C2)S1	0
M1053575	COC1=CC=C2C(=C1)N=C(SC1CC(C)OC1=O)C=C2C1=CC=CC=C1	0
M1053576	O=S(=O)(N1CCCC1)C1=CC=CC(=C1)C1=NN=C(SCC2CCCCO2)N1C1=CC=CC=C1	0
M1053577	ClC1=CC=C(C=C1)S(=O)(=O)N(CC1=CC=CC=C1)CC1=CC=C(C=C1)C(=O)N1CCC(=O)CC1	0
M1053582	CCOC1=CC=C(C=C1)C1=NN=C(O1)SCC#N	0
M1053583	COC1=CC=C(OC)C(=C1)C1CCCN1C(=O)C1=CC=CC(NC(=O)C2=CC=CS2)=C1	0
M831994	CC1=CC(COC(=O)C2=CC=C3N4CCCC4C(=O)NC3=C2)=NO1	0
M1053584	CC1=CC=C(C=C1)C(=O)NCC1(CCCCC1)N1CCCCC1	0
M1053585	CC1=C(C(C)=NO1)S(=O)(=O)N1CCN(CC1)C(=O)C1=C(N2C=CC=C2)C2=C(S1)N=C(C)C=C2C	0
M1119558	CCN(CC)C(=O)CSC1=NC(C)=C(C)C(C)=C1C#N	0
M1053586	CN(CC1=CC=CC=C1)S(=O)(=O)C1=CC=C(NC(=O)CCC2=NC(=NO2)C2=CC=CC=C2)C=C1	0
M1119559	CCC(NC(=O)CN1C=NC2=C(C(C)=C(C)S2)C1=O)C1=CC=C(Br)C=C1	0
M1053587	FC(F)(F)C1=CC=CC=C1NC(=O)CN1CCN(CC1)C(=O)C1=CC2=C(CCC2)S1	0
M1119560	CC1=NC(COC2=CC=CC=C2C(=O)NC2=CC=C(C=C2)C2=NN=C3CCCCCN23)=CS1	0
M832014	O=C(CN1C(=O)N(C2CCCC2)C(=O)C1=O)NC1CCCCCC1	0
M832026	CC1=CSC(SCC(=O)N(C2CCCC2)C2CCS(=O)(=O)C2)=N1	0
M1053588	CC(C)NC(=O)NC(=O)CN1C=NC2=C(C=C(Cl)C=C2)C1=O	0
M832035	O=S(=O)(N1CCN(CC2=C(N=C3C=CC=CN23)C2=CC=CC=C2)CC1)C1=CC=CS1	0
M1053589	CN(CC(=O)NC1=CC=CC2=C1C=CC=C2)C(=O)C1=CC=C(OCC2=CSC=N2)C=C1	0
M1053590	CC1=CC=C(C=C1C)C1=NN=C(O1)SCC(=O)N1CCC(=N1)C1=CC=CC=C1	0
M1053591	CC(C)C1=CC=C(C=C1)C1=NN=C(NC(=O)CN2C(=O)C=NC3=C2C=CC=C3)S1	0
M1119561	COC1=CC=C(C=C1)C1CC(=NN1C(=O)CN1C=NC2=C1C=CC=C2)C1=CC=CC=C1	0
M1119562	CN(CC1=CC=C(C)O1)C(=O)C1=C(C)ON=C1C1=CC=CC=C1	0
M1119563	CS(=O)(=O)N1CCCC2=CC(=CC=C12)C(=O)COC1=CC=CC(Cl)=C1	0
M1119564	ClC1=CC=C(S1)C(=O)OCC1=NC=C(O1)C1=CC=C(Cl)C=C1	0
M1119565	COC1=CC=C(OCCOC(=O)C2=NN(C(=O)CC2)C2=CC=CC=C2)C=C1	0
M1053594	CNC1=CC=C(C=C1[N+]([O-])=O)S(=O)(=O)N(C)CC(=O)NC(C)CCC1=CC=CC=C1	0
M1053595	CC1=C(OC2=CC=CC=C2)C(=O)C2=C(O1)C=C(OCC(=O)N1CC(=O)NC3=CC=CC=C13)C=C2	0
M832101	CC1=CC(C(=O)CN2C(=O)N(CCC3=CC=CS3)C(=O)C2=O)=C(C)N1CC1=CC=CO1	0
M1119566	OC(=O)C(O)=O.OC(=O)C(O)=O.CC(N1CCN(CC2CCCO2)CC1)C(=O)NC1=CC=CC=C1C1=CC=CC=C1	0
M1053609	CC(=O)NC1=CC=CC=C1OCC1=C(F)C=CC=C1Cl	0
